Ride_ID,Timestamp,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude,Distance_km,Duration_min,Fare,Payment_Method,User_ID,User_Age,User_Gender,Driver_ID,Driver_Rating,Vehicle_Type,Surge_Multiplier,Ride_Canceled
RIDE00599,2023-10-19 17:27:30,40.52054,-73.94285,40.80123,-74.13792,5.42,39.2,17.37,Cash,USER0110,35,Non-binary,DRIVER055,3.9,Economy,1.2,No
RIDE00600,2023-03-02 08:24:15,40.70969,-73.9566,40.66265,-74.11577,2.29,52.6,36.0,Credit Card,USER0202,30,Non-binary,DRIVER056,4.2,Economy,1.2,No
RIDE00601,2023-12-26 01:03:01,40.80984,-73.87424,40.64336,-74.19439,22.48,48.0,13.36,Cash,USER0073,33,Non-binary,DRIVER095,4.3,Economy,2.0,Yes
RIDE00602,2023-12-28 19:52:53,40.82866,-74.15883,40.89958,-73.97967,11.28,56.1,27.57,Cash,USER0241,62,Non-binary,DRIVER025,4.2,Luxury,1.5,No
RIDE00603,2023-04-02 18:32:17,40.72903,-73.71419,40.76761,-73.84279,24.12,46.4,7.06,Credit Card,USER0056,46,Non-binary,DRIVER010,4.7,Luxury,1.5,No
RIDE00604,2023-12-02 21:14:15,40.57631,-73.9334,40.68371,-73.93385,8.13,49.4,22.94,Wallet,USER0278,18,Male,DRIVER066,4.9,SUV,1.0,Yes
RIDE00605,2023-03-05 13:07:56,40.66751,-74.09461,40.73346,-74.17612,5.77,35.4,13.16,Cash,USER0334,59,Male,DRIVER003,4.5,SUV,1.0,No
RIDE00606,2023-11-07 03:46:53,40.58156,-74.09341,40.6855,-73.93856,23.61,57.4,17.82,Cash,USER0232,20,Female,DRIVER151,4.2,SUV,1.2,No
RIDE00607,2023-11-11 07:28:05,40.74459,-73.78217,40.78125,-73.86998,12.56,56.3,5.23,Wallet,USER0154,54,Female,DRIVER105,4.0,Economy,2.0,No
RIDE00608,2023-03-10 03:33:56,40.83935,-73.78563,40.84862,-73.85483,13.85,20.8,14.32,Credit Card,USER0464,45,Non-binary,DRIVER031,3.8,SUV,1.0,No
RIDE00609,2023-12-09 02:20:05,40.78231,-73.82931,40.78156,-73.9009,19.81,59.5,40.19,Wallet,USER0427,53,Non-binary,DRIVER072,4.8,Luxury,1.0,No
RIDE00610,2023-06-10 21:38:35,40.72435,-73.79162,40.75092,-74.0113,24.17,34.4,34.57,Wallet,USER0490,62,Female,DRIVER165,4.1,SUV,1.5,Yes
RIDE00611,2023-01-10 20:23:44,40.69135,-73.85698,40.7763,-74.07515,11.48,28.3,17.36,Cash,USER0397,49,Non-binary,DRIVER151,4.1,Luxury,1.0,Yes
RIDE00612,2023-03-11 08:21:32,40.88267,-73.84157,40.61864,-74.10001,22.9,44.6,25.81,Cash,USER0446,32,Non-binary,DRIVER116,3.8,Luxury,1.5,Yes
RIDE00613,2023-10-14 04:48:36,40.71325,-74.16338,40.77922,-74.18603,14.69,47.3,40.56,Credit Card,USER0320,63,Non-binary,DRIVER054,4.7,Economy,1.2,No
RIDE00614,2023-12-26 09:09:01,40.77035,-74.07405,40.73009,-73.78974,20.75,19.3,33.57,Wallet,USER0212,65,Female,DRIVER024,4.5,SUV,1.2,Yes
RIDE00615,2023-05-10 06:40:16,40.7723,-73.78919,40.77387,-74.16841,14.46,57.8,9.37,Credit Card,USER0027,21,Male,DRIVER088,3.5,Economy,1.5,Yes
RIDE00616,2023-10-31 21:00:04,40.60574,-73.99618,40.63428,-74.1517,22.45,30.7,15.12,Credit Card,USER0103,36,Male,DRIVER061,4.4,Economy,1.5,No
RIDE00617,2023-12-28 11:13:20,40.88293,-73.99778,40.70589,-73.86795,5.77,59.6,36.91,Wallet,USER0112,41,Male,DRIVER157,3.9,Economy,2.0,No
RIDE00618,2023-06-09 07:17:26,40.6194,-74.00525,40.6456,-74.17799,18.35,18.1,14.95,Wallet,USER0173,23,Male,DRIVER031,4.7,Luxury,1.5,No
RIDE00619,2023-11-08 13:01:28,40.8929,-74.19705,40.65318,-73.79219,14.88,54.9,32.51,Wallet,USER0283,56,Non-binary,DRIVER024,4.9,SUV,1.0,Yes
RIDE00620,2023-09-18 10:24:36,40.78196,-74.16838,40.51635,-73.88661,4.47,20.4,37.77,Cash,USER0456,41,Female,DRIVER065,3.6,Economy,2.0,No
RIDE00621,2023-12-02 19:38:16,40.6956,-74.17724,40.75927,-73.73284,16.94,42.5,32.42,Credit Card,USER0081,47,Female,DRIVER154,4.4,Luxury,1.5,Yes
RIDE00622,2023-10-13 09:37:56,40.7242,-74.02115,40.7243,-73.98606,20.76,20.1,25.73,Wallet,USER0338,48,Female,DRIVER138,5.0,Luxury,1.0,Yes
RIDE00623,2023-11-11 22:17:55,40.78867,-74.05508,40.55536,-74.14706,18.62,59.9,23.93,Cash,USER0197,52,Male,DRIVER192,4.2,Luxury,2.0,Yes
RIDE00624,2023-04-07 12:27:28,40.72939,-73.89672,40.71585,-74.1925,20.81,47.4,31.79,Wallet,USER0480,28,Male,DRIVER162,4.3,Luxury,1.0,No
RIDE00625,2023-04-14 04:45:03,40.8583,-73.73665,40.79495,-74.19401,18.6,21.3,29.37,Cash,USER0265,41,Male,DRIVER195,4.1,SUV,2.0,No
RIDE00626,2023-03-03 03:03:35,40.63805,-73.78894,40.84845,-74.08995,1.34,36.4,26.4,Cash,USER0222,60,Female,DRIVER062,3.7,Economy,1.2,Yes
RIDE00627,2023-11-02 04:17:56,40.55859,-74.12184,40.80127,-74.06077,22.52,7.1,30.09,Credit Card,USER0093,41,Male,DRIVER012,4.4,Economy,1.2,No
RIDE00628,2023-09-30 20:46:01,40.88213,-73.82662,40.62819,-74.17803,23.41,20.1,20.43,Wallet,USER0483,64,Male,DRIVER122,4.9,Economy,2.0,Yes
RIDE00629,2023-02-11 04:45:49,40.8696,-73.77527,40.70143,-73.99445,12.99,19.8,19.38,Credit Card,USER0227,53,Male,DRIVER177,4.3,Luxury,1.0,Yes
RIDE00630,2023-05-29 17:58:05,40.79894,-73.88298,40.52178,-73.95021,8.59,18.8,42.02,Cash,USER0013,52,Female,DRIVER071,4.6,SUV,1.5,No
RIDE00631,2023-12-05 22:32:09,40.83118,-73.75651,40.68096,-73.84373,20.01,40.9,11.83,Wallet,USER0356,27,Non-binary,DRIVER139,3.7,Economy,1.5,No
RIDE00632,2023-01-16 04:41:14,40.72481,-73.76643,40.83182,-73.73889,17.17,47.4,43.45,Wallet,USER0106,38,Male,DRIVER043,4.8,Luxury,1.0,No
RIDE00633,2023-11-30 16:28:38,40.54369,-73.7213,40.71276,-74.07403,7.31,5.7,27.45,Cash,USER0198,65,Female,DRIVER169,4.0,SUV,1.2,Yes
RIDE00634,2023-07-02 09:00:09,40.59571,-73.76262,40.85978,-74.03782,18.33,21.9,28.95,Cash,USER0291,58,Male,DRIVER194,4.4,Luxury,1.0,Yes
RIDE00635,2023-03-28 12:09:02,40.86207,-74.17911,40.64726,-74.00572,24.72,41.3,12.65,Wallet,USER0342,40,Female,DRIVER179,4.2,Economy,1.0,Yes
RIDE00636,2023-03-19 16:22:32,40.59313,-74.00296,40.77729,-73.8143,23.64,51.0,22.55,Wallet,USER0089,44,Non-binary,DRIVER187,4.6,SUV,1.0,No
RIDE00637,2023-11-14 02:31:16,40.63212,-74.15744,40.85325,-74.11233,21.57,51.6,23.13,Cash,USER0140,29,Non-binary,DRIVER002,4.7,SUV,2.0,Yes
RIDE00638,2023-12-23 22:20:57,40.77248,-73.82928,40.85359,-73.85619,16.22,29.4,34.73,Cash,USER0382,55,Female,DRIVER126,4.3,Economy,1.5,Yes
RIDE00639,2023-06-28 04:29:14,40.88581,-74.09413,40.65627,-73.86681,16.33,5.9,30.71,Wallet,USER0349,43,Male,DRIVER056,4.5,Economy,1.2,No
RIDE00640,2023-05-16 11:40:12,40.56318,-73.77427,40.8833,-74.19118,14.88,5.5,8.54,Cash,USER0289,41,Male,DRIVER106,3.5,SUV,1.5,No
RIDE00641,2023-04-29 13:19:10,40.85226,-74.108,40.56591,-73.97554,1.88,7.0,26.89,Cash,USER0394,47,Male,DRIVER085,4.5,Luxury,1.0,Yes
RIDE00642,2023-11-15 07:22:29,40.76022,-74.07363,40.55918,-73.82909,18.9,24.7,49.32,Credit Card,USER0080,40,Male,DRIVER026,4.5,SUV,1.2,No
RIDE00643,2023-11-05 00:00:18,40.6149,-73.86451,40.5817,-73.84769,5.5,40.1,8.74,Credit Card,USER0329,36,Male,DRIVER023,4.7,SUV,1.0,Yes
RIDE00644,2023-12-05 02:10:39,40.52367,-74.17281,40.50908,-74.18939,17.71,35.6,38.66,Credit Card,USER0206,27,Female,DRIVER129,4.1,Luxury,1.0,No
RIDE00645,2023-03-30 03:49:35,40.76092,-73.70496,40.77296,-74.13797,19.59,27.5,28.83,Wallet,USER0295,61,Non-binary,DRIVER150,4.5,Economy,1.5,No
RIDE00646,2023-03-28 04:35:44,40.79547,-73.87766,40.68956,-73.98575,15.42,36.9,18.68,Cash,USER0401,49,Female,DRIVER059,4.8,SUV,1.5,No
RIDE00647,2023-01-10 10:06:35,40.51492,-73.86416,40.79508,-74.16031,6.19,9.4,38.79,Credit Card,USER0411,61,Male,DRIVER148,4.5,SUV,1.2,Yes
RIDE00648,2023-09-14 03:43:26,40.66715,-74.10129,40.57562,-73.95064,6.03,54.3,25.32,Wallet,USER0102,52,Male,DRIVER072,4.8,Luxury,1.0,No
RIDE00649,2023-03-17 02:40:11,40.87357,-73.72423,40.8208,-74.01213,5.59,35.3,26.03,Cash,USER0078,44,Female,DRIVER001,4.6,SUV,1.2,No
RIDE00650,2023-06-04 20:20:22,40.83448,-73.86435,40.70785,-74.08097,17.31,57.4,12.02,Credit Card,USER0211,41,Male,DRIVER110,4.1,SUV,2.0,No
RIDE00651,2023-05-08 18:01:18,40.57452,-74.05743,40.73148,-73.70572,23.92,29.2,31.32,Wallet,USER0163,45,Non-binary,DRIVER179,4.6,Economy,1.0,Yes
RIDE00652,2023-04-19 21:55:57,40.84892,-74.10325,40.81473,-73.76133,9.89,19.2,33.09,Cash,USER0240,23,Female,DRIVER090,4.0,Luxury,1.5,Yes
RIDE00653,2023-12-02 12:07:56,40.51499,-74.03583,40.76634,-74.04123,9.73,48.3,30.42,Wallet,USER0126,56,Male,DRIVER092,4.2,SUV,1.0,Yes
RIDE00654,2023-01-27 01:03:29,40.74111,-73.85327,40.71939,-74.1802,8.25,19.3,23.69,Cash,USER0445,34,Male,DRIVER193,3.6,Luxury,1.0,Yes
RIDE00655,2023-10-28 19:11:14,40.63402,-73.91657,40.7269,-73.99255,8.37,32.2,39.42,Credit Card,USER0379,26,Non-binary,DRIVER116,4.5,SUV,1.5,No
RIDE00656,2023-04-19 01:16:27,40.75652,-73.72067,40.6226,-73.82472,20.66,17.5,38.81,Wallet,USER0067,39,Female,DRIVER143,3.8,SUV,1.0,Yes
RIDE00657,2023-05-17 13:01:03,40.8557,-74.04339,40.59071,-73.83356,3.99,14.6,17.77,Cash,USER0391,40,Female,DRIVER179,4.8,Luxury,1.2,Yes
RIDE00658,2023-09-07 02:08:35,40.70169,-73.8439,40.61526,-74.09709,12.98,52.9,38.48,Wallet,USER0477,59,Non-binary,DRIVER043,3.8,SUV,1.5,No
RIDE00659,2023-07-17 07:33:09,40.82353,-74.06166,40.55934,-73.74116,24.98,41.1,49.54,Wallet,USER0250,47,Non-binary,DRIVER007,4.6,SUV,1.2,No
RIDE00660,2023-06-05 14:05:01,40.79245,-73.86021,40.88249,-73.79927,10.94,17.8,21.89,Wallet,USER0162,46,Female,DRIVER190,4.8,Economy,1.5,No
RIDE00661,2023-09-21 02:46:56,40.78744,-73.96002,40.56432,-74.08878,9.44,41.0,29.19,Cash,USER0313,52,Female,DRIVER025,3.9,Luxury,1.5,No
RIDE00662,2023-11-24 23:58:11,40.63484,-73.81262,40.57291,-73.93926,20.88,15.1,22.03,Wallet,USER0478,61,Female,DRIVER161,3.8,Economy,1.2,No
RIDE00663,2023-07-28 06:57:08,40.76976,-74.14558,40.78324,-73.88511,11.22,32.9,47.7,Wallet,USER0391,28,Non-binary,DRIVER147,4.3,SUV,1.5,No
RIDE00664,2023-05-09 18:47:59,40.74438,-74.15901,40.81778,-73.95418,24.38,29.2,10.56,Wallet,USER0314,20,Non-binary,DRIVER006,4.2,Luxury,1.5,No
RIDE00665,2023-01-11 20:27:04,40.6622,-73.78678,40.54677,-74.17395,9.06,22.5,22.81,Cash,USER0272,39,Non-binary,DRIVER171,4.1,Economy,1.2,No
RIDE00666,2023-02-14 11:05:08,40.63117,-74.10178,40.72981,-73.73086,23.23,35.4,14.51,Credit Card,USER0377,50,Non-binary,DRIVER071,3.7,SUV,1.0,No
RIDE00667,2023-12-07 00:41:57,40.53815,-73.88669,40.64787,-74.11316,12.01,17.5,9.98,Wallet,USER0322,58,Female,DRIVER050,4.7,Economy,1.5,No
RIDE00668,2023-04-12 08:34:45,40.69098,-73.75395,40.78285,-73.80238,9.95,57.3,18.02,Credit Card,USER0449,27,Non-binary,DRIVER045,4.4,Luxury,2.0,Yes
RIDE00669,2023-03-11 11:00:31,40.50273,-73.88419,40.89121,-73.94629,14.27,59.6,43.92,Wallet,USER0019,56,Non-binary,DRIVER041,3.8,Economy,1.0,Yes
RIDE00670,2023-08-14 23:27:27,40.67869,-73.91055,40.67937,-73.96646,4.9,58.6,39.51,Wallet,USER0347,39,Female,DRIVER060,3.9,SUV,1.0,No
RIDE00671,2023-04-14 10:14:52,40.63185,-74.09362,40.71346,-74.10123,11.46,5.9,49.3,Credit Card,USER0050,52,Non-binary,DRIVER189,4.9,Luxury,1.0,No
RIDE00672,2023-01-15 23:58:48,40.72915,-74.06969,40.50997,-73.89707,7.84,51.5,49.05,Wallet,USER0403,58,Male,DRIVER012,4.5,Economy,2.0,No
RIDE00673,2023-02-12 08:19:24,40.64382,-73.93016,40.80741,-73.91179,16.83,51.7,29.75,Credit Card,USER0034,65,Non-binary,DRIVER188,4.6,Luxury,2.0,No
RIDE00674,2023-08-20 23:02:56,40.76711,-74.12568,40.87112,-74.0993,17.33,34.7,20.84,Credit Card,USER0044,28,Non-binary,DRIVER046,4.8,Luxury,1.0,No
RIDE00675,2023-06-18 09:41:11,40.56389,-73.75428,40.88806,-73.95941,16.22,7.5,14.8,Credit Card,USER0011,54,Non-binary,DRIVER051,4.7,Economy,1.0,No
RIDE00676,2023-05-15 04:28:26,40.86924,-73.77142,40.70296,-74.02021,17.85,17.9,45.52,Cash,USER0005,26,Non-binary,DRIVER054,4.7,Luxury,2.0,No
RIDE00677,2023-10-10 07:54:40,40.80794,-73.94944,40.61822,-73.96464,23.51,11.0,17.55,Wallet,USER0472,31,Non-binary,DRIVER051,3.8,SUV,2.0,No
RIDE00678,2023-11-02 09:24:52,40.75548,-74.01807,40.88784,-73.8953,22.74,32.9,39.67,Wallet,USER0442,62,Non-binary,DRIVER034,4.9,SUV,1.0,Yes
RIDE00679,2023-05-02 00:06:39,40.64702,-74.08056,40.89763,-74.12206,3.38,11.2,33.36,Wallet,USER0446,43,Female,DRIVER076,4.3,Economy,1.0,Yes
RIDE00680,2023-06-19 02:21:15,40.88294,-73.70907,40.81983,-73.959,3.1,9.3,34.89,Wallet,USER0028,23,Non-binary,DRIVER118,4.9,Economy,2.0,Yes
RIDE00681,2023-08-24 00:23:31,40.68199,-73.8214,40.86892,-73.9863,21.09,16.2,35.91,Cash,USER0170,44,Male,DRIVER016,4.4,Luxury,2.0,Yes
RIDE00682,2023-07-18 23:47:51,40.64945,-74.12039,40.54493,-73.74677,3.15,36.4,33.49,Cash,USER0437,25,Male,DRIVER170,3.7,Luxury,2.0,No
RIDE00683,2023-02-14 20:13:46,40.86512,-73.91709,40.51603,-73.9314,1.39,50.6,33.63,Wallet,USER0047,50,Male,DRIVER116,4.1,SUV,1.5,No
RIDE00684,2023-05-30 09:31:54,40.8208,-74.1269,40.54675,-74.11215,23.38,42.5,27.6,Wallet,USER0161,52,Female,DRIVER058,3.9,SUV,1.0,Yes
RIDE00685,2023-12-16 04:16:15,40.80474,-73.73041,40.74701,-74.04708,3.49,8.9,28.96,Credit Card,USER0477,20,Female,DRIVER159,4.5,SUV,1.2,Yes
RIDE00686,2023-08-12 11:35:26,40.73833,-73.81926,40.64296,-73.91893,19.0,28.5,15.13,Cash,USER0462,51,Female,DRIVER035,4.9,SUV,2.0,Yes
RIDE00687,2023-03-15 02:31:26,40.7102,-74.06782,40.74326,-74.03338,15.97,20.6,23.18,Wallet,USER0183,24,Female,DRIVER009,3.8,Economy,1.5,No
RIDE00688,2023-04-09 17:10:10,40.64471,-73.86571,40.71057,-74.10214,14.07,6.4,39.06,Cash,USER0104,54,Non-binary,DRIVER031,4.6,Luxury,1.2,Yes
RIDE00689,2023-01-18 10:48:06,40.54488,-73.80427,40.80684,-74.19791,16.2,38.4,17.88,Cash,USER0381,18,Female,DRIVER186,4.6,SUV,1.2,Yes
RIDE00690,2023-10-03 23:43:08,40.86116,-73.74105,40.53344,-73.83482,13.08,24.8,46.6,Wallet,USER0078,34,Female,DRIVER186,4.9,Luxury,1.2,No
RIDE00691,2023-06-19 14:42:11,40.71466,-74.18005,40.77083,-73.99772,20.34,58.6,12.06,Wallet,USER0491,53,Non-binary,DRIVER053,3.8,Luxury,1.5,Yes
RIDE00692,2023-01-01 12:28:00,40.84179,-74.14839,40.89034,-74.00268,17.03,54.4,44.3,Credit Card,USER0110,60,Female,DRIVER094,4.9,Economy,1.5,Yes
RIDE00693,2023-07-21 16:25:54,40.77212,-73.88322,40.69619,-74.00798,21.44,25.6,23.0,Cash,USER0158,28,Male,DRIVER161,4.1,Luxury,1.5,Yes
RIDE00694,2023-12-26 13:45:51,40.69553,-73.82905,40.70462,-73.70624,6.08,56.8,5.15,Wallet,USER0431,65,Non-binary,DRIVER194,5.0,SUV,1.2,No
RIDE00695,2023-11-10 12:59:22,40.67819,-73.91492,40.76671,-73.7575,19.65,21.2,42.34,Wallet,USER0034,32,Female,DRIVER195,3.8,SUV,1.0,No
RIDE00696,2023-07-29 22:50:25,40.55278,-74.01074,40.78639,-74.13776,14.24,6.7,39.33,Cash,USER0186,61,Female,DRIVER077,4.9,SUV,1.0,No
RIDE00697,2023-09-24 04:54:08,40.72556,-73.75089,40.65445,-74.11882,3.75,25.3,34.53,Wallet,USER0320,63,Male,DRIVER176,3.8,SUV,2.0,Yes
RIDE00698,2023-10-07 08:04:59,40.76911,-74.07421,40.63797,-73.72145,21.55,21.0,35.75,Credit Card,USER0466,39,Male,DRIVER111,4.5,Luxury,2.0,Yes
RIDE00699,2023-10-16 19:56:28,40.50871,-74.08855,40.67823,-73.82421,23.81,13.3,9.42,Credit Card,USER0162,49,Non-binary,DRIVER040,4.0,Economy,2.0,No
RIDE00700,2023-10-14 13:54:34,40.50121,-73.79138,40.58628,-73.84544,9.41,37.5,31.11,Wallet,USER0299,25,Male,DRIVER177,4.4,Luxury,2.0,No
RIDE00701,2023-09-18 14:32:54,40.52921,-73.80367,40.79661,-74.01591,20.05,10.8,23.81,Credit Card,USER0464,38,Male,DRIVER017,4.5,SUV,1.2,No
RIDE00702,2023-03-18 08:50:39,40.78015,-74.1967,40.677,-74.00733,12.13,16.6,23.82,Credit Card,USER0425,64,Male,DRIVER041,3.7,Economy,1.5,No
RIDE00703,2023-05-22 09:30:29,40.5241,-73.98005,40.7912,-74.0766,22.79,22.2,13.5,Wallet,USER0229,41,Female,DRIVER122,4.8,SUV,1.5,No
RIDE00704,2023-06-17 02:42:10,40.89445,-73.94273,40.79144,-73.73927,16.48,44.4,6.31,Cash,USER0244,53,Male,DRIVER097,4.9,Luxury,1.0,Yes
RIDE00705,2023-01-28 18:03:40,40.61484,-74.12488,40.8342,-73.84672,19.83,45.8,15.09,Credit Card,USER0174,43,Male,DRIVER002,3.7,SUV,1.2,Yes
RIDE00706,2023-09-15 06:23:00,40.55417,-73.89899,40.55746,-73.86716,10.5,48.1,32.44,Cash,USER0361,51,Non-binary,DRIVER044,4.6,SUV,1.2,No
RIDE00707,2023-12-24 01:26:59,40.79172,-73.86945,40.89535,-73.89728,23.55,44.2,27.65,Cash,USER0090,60,Non-binary,DRIVER096,4.1,Luxury,1.5,No
RIDE00708,2023-05-09 03:51:32,40.64978,-74.03489,40.63417,-74.12632,19.77,56.7,8.62,Credit Card,USER0149,43,Non-binary,DRIVER009,3.5,SUV,1.0,No
RIDE00709,2023-08-31 09:32:36,40.67941,-73.86239,40.73627,-73.91083,13.18,25.8,30.68,Wallet,USER0156,32,Female,DRIVER137,4.5,Luxury,1.0,No
RIDE00710,2023-05-02 15:19:09,40.651,-73.9046,40.50265,-74.11929,7.42,37.0,23.39,Cash,USER0052,54,Female,DRIVER045,4.3,Luxury,2.0,Yes
RIDE00711,2023-09-15 04:15:20,40.88566,-73.99455,40.60933,-74.15385,16.81,41.1,6.03,Cash,USER0411,40,Non-binary,DRIVER176,4.9,SUV,1.2,No
RIDE00712,2023-11-26 08:51:13,40.5532,-74.13606,40.68485,-74.00783,8.38,13.3,32.44,Cash,USER0288,65,Female,DRIVER108,4.9,Economy,2.0,No
RIDE00713,2023-02-18 09:03:19,40.54745,-74.13264,40.86595,-73.71293,22.66,46.9,12.49,Wallet,USER0082,44,Female,DRIVER028,4.3,SUV,1.5,No
RIDE00714,2023-10-07 23:26:56,40.65722,-73.7546,40.83291,-73.74503,22.82,40.7,33.15,Cash,USER0462,62,Non-binary,DRIVER022,3.5,Luxury,1.5,Yes
RIDE00715,2023-12-16 23:48:24,40.89149,-74.11683,40.69623,-74.11709,17.16,57.5,35.8,Cash,USER0451,24,Female,DRIVER196,4.0,SUV,1.2,Yes
RIDE00716,2023-04-27 17:09:07,40.80247,-73.94168,40.6208,-73.85408,1.1,57.7,47.83,Credit Card,USER0078,32,Female,DRIVER041,4.2,Luxury,2.0,No
RIDE00717,2023-07-16 04:05:21,40.6852,-73.71538,40.69764,-73.9334,22.82,59.6,6.02,Cash,USER0084,58,Male,DRIVER055,4.5,Economy,1.2,No
RIDE00718,2023-05-01 20:27:53,40.66965,-73.76075,40.58981,-73.90696,1.78,36.1,32.06,Cash,USER0213,59,Male,DRIVER019,4.7,Luxury,1.5,No
RIDE00719,2023-09-16 08:38:47,40.59187,-73.78935,40.56161,-73.82377,1.63,59.9,40.54,Credit Card,USER0061,47,Male,DRIVER040,3.8,Luxury,1.0,Yes
RIDE00720,2023-06-08 11:10:22,40.56205,-74.0917,40.75622,-73.76529,19.97,39.7,22.52,Cash,USER0273,27,Non-binary,DRIVER107,3.8,SUV,2.0,No
RIDE00721,2023-05-07 08:36:50,40.85008,-73.96429,40.54967,-73.91369,21.18,45.4,28.01,Cash,USER0467,62,Female,DRIVER028,4.4,Luxury,1.5,No
RIDE00722,2023-06-06 05:01:25,40.51289,-74.09032,40.61508,-73.79289,13.46,34.6,13.69,Wallet,USER0317,30,Non-binary,DRIVER112,3.7,Economy,1.2,No
RIDE00723,2023-09-28 21:44:17,40.74597,-74.12864,40.86272,-74.09524,18.79,11.7,46.09,Wallet,USER0210,63,Male,DRIVER059,4.5,Economy,1.0,Yes
RIDE00724,2023-04-25 09:41:52,40.85562,-73.81625,40.51138,-73.8505,8.62,53.3,25.6,Cash,USER0082,18,Female,DRIVER180,4.3,Luxury,1.2,No
RIDE00725,2023-08-04 02:49:07,40.52692,-73.9446,40.69722,-74.1158,5.09,48.9,37.54,Credit Card,USER0288,50,Male,DRIVER043,4.4,Economy,1.2,Yes
RIDE00726,2023-02-19 03:42:45,40.67858,-73.8572,40.73956,-74.15156,14.73,38.4,15.77,Credit Card,USER0283,24,Female,DRIVER069,4.9,Economy,1.2,No
RIDE00727,2023-03-16 19:31:49,40.84888,-73.90173,40.69219,-73.99108,11.32,41.3,26.25,Wallet,USER0322,49,Female,DRIVER183,3.7,SUV,1.2,Yes
RIDE00728,2023-06-13 06:34:35,40.51769,-74.01089,40.60316,-74.05583,14.34,33.6,37.08,Wallet,USER0241,27,Female,DRIVER134,4.2,Luxury,1.5,Yes
RIDE00729,2023-09-16 02:33:09,40.7159,-74.19172,40.8897,-74.1118,10.39,22.4,13.99,Wallet,USER0359,22,Male,DRIVER183,4.2,Economy,1.5,Yes
RIDE00730,2023-05-28 14:15:00,40.81043,-73.74533,40.64928,-74.13283,15.79,15.7,10.97,Cash,USER0144,62,Female,DRIVER143,3.6,Luxury,1.0,Yes
RIDE00731,2023-09-21 21:27:14,40.89739,-73.78674,40.50702,-73.94869,10.44,36.6,7.92,Wallet,USER0354,37,Female,DRIVER174,4.3,Economy,1.0,No
RIDE00732,2023-10-18 09:14:21,40.86656,-74.11129,40.73266,-73.91645,2.24,55.1,6.39,Cash,USER0435,33,Male,DRIVER136,4.6,Economy,1.0,Yes
RIDE00733,2023-12-17 21:37:50,40.73099,-73.90009,40.68442,-74.09953,23.37,23.1,30.99,Cash,USER0463,43,Female,DRIVER152,4.4,Luxury,1.0,Yes
RIDE00734,2023-03-09 09:32:55,40.82735,-73.93429,40.64295,-73.79541,11.3,48.9,25.66,Credit Card,USER0128,37,Female,DRIVER150,3.9,SUV,1.0,Yes
RIDE00735,2023-08-28 16:51:11,40.8505,-74.15341,40.64447,-73.70853,23.55,58.8,35.77,Cash,USER0500,31,Male,DRIVER085,3.6,Economy,2.0,Yes
RIDE00736,2023-08-10 23:04:33,40.7085,-73.74901,40.88206,-73.97963,10.37,17.7,24.96,Credit Card,USER0059,52,Female,DRIVER116,4.8,SUV,1.0,Yes
RIDE00737,2023-04-27 16:17:37,40.61006,-74.1994,40.61667,-74.1454,18.47,22.3,15.88,Cash,USER0340,58,Male,DRIVER041,3.8,Luxury,1.5,No
RIDE00738,2023-06-07 13:34:01,40.73667,-73.86072,40.53073,-74.1601,10.67,58.5,12.96,Cash,USER0485,24,Female,DRIVER153,4.0,Luxury,1.2,No
RIDE00739,2023-08-01 12:25:16,40.57005,-73.98966,40.75121,-74.13766,8.63,43.1,25.76,Wallet,USER0076,30,Female,DRIVER137,4.0,SUV,1.0,Yes
RIDE00740,2023-11-20 00:22:54,40.72234,-73.85118,40.7395,-74.18517,4.8,29.5,33.86,Wallet,USER0466,19,Female,DRIVER170,4.2,SUV,2.0,No
RIDE00741,2023-01-01 03:52:06,40.63777,-73.73079,40.62904,-73.9574,6.54,57.7,41.17,Wallet,USER0228,19,Non-binary,DRIVER146,4.0,Economy,1.5,Yes
RIDE00742,2023-04-29 01:11:05,40.65246,-73.81566,40.838,-74.19525,18.04,27.5,42.7,Credit Card,USER0050,19,Male,DRIVER056,4.0,Economy,1.2,Yes
RIDE00743,2023-04-22 05:52:56,40.77852,-73.79769,40.60858,-73.72239,4.03,9.4,44.24,Cash,USER0387,36,Female,DRIVER115,3.7,SUV,1.0,No
RIDE00744,2023-03-23 11:19:12,40.61996,-73.7814,40.64501,-73.8054,3.84,35.8,45.9,Cash,USER0021,25,Female,DRIVER109,4.6,SUV,1.2,Yes
RIDE00745,2023-06-16 21:47:17,40.71517,-73.98726,40.64065,-74.09447,14.85,9.2,16.02,Credit Card,USER0070,31,Male,DRIVER045,4.0,Economy,1.0,No
RIDE00746,2023-11-02 02:51:46,40.59014,-73.81707,40.55478,-74.01217,10.41,24.9,37.49,Wallet,USER0451,29,Female,DRIVER157,4.8,Luxury,1.0,Yes
RIDE00747,2023-08-14 05:15:55,40.55774,-74.15809,40.81152,-73.71897,19.29,31.6,8.14,Credit Card,USER0196,61,Male,DRIVER114,4.7,SUV,2.0,No
RIDE00748,2023-08-24 00:07:45,40.52305,-73.92813,40.86836,-73.95704,23.0,17.7,38.69,Wallet,USER0243,22,Non-binary,DRIVER072,4.2,Luxury,2.0,Yes
